"","Gender","SeniorCitizen","Tenure","MultipleLines","InternetService","OnlineBackup","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","Churn"
"6791","Female","No","TRUE","Yes","No","No","No","No","Two year","Yes","Bank transfer (automatic)","No"
"4536","Female","No","TRUE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"2681","Male","No","TRUE","No","DSL","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"4725","Female","No","TRUE","Yes","DSL","Yes","No","Yes","One year","Yes","Bank transfer (automatic)","No"
"79","Male","Yes","TRUE","No","DSL","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"4008","Male","No","TRUE","Yes","No","No","No","No","Two year","No","Bank transfer (automatic)","No"
"514","Female","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"2049","Male","Yes","TRUE","No","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"1547","Female","No","TRUE","No","No","No","No","No","Two year","No","Bank transfer (automatic)","No"
"3412","Male","Yes","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"6948","Male","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","No"
"3389","Female","No","TRUE","No","DSL","No","No","No","Month-to-month","Yes","Mailed check","No"
"47","Male","No","FALSE","No","DSL","Yes","No","No","Month-to-month","No","Mailed check","No"
"4692","Female","Yes","TRUE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4957","Female","Yes","FALSE","No","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","Yes"
"1010","Male","Yes","TRUE","No","No","No","No","No","One year","Yes","Electronic check","No"
"212","Female","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Electronic check","No"
"3369","Female","No","TRUE","Yes","Fiber optic","Yes","No","Yes","One year","Yes","Electronic check","No"
"3810","Male","No","TRUE","No","No","No","No","No","One year","No","Credit card (automatic)","No"
"4317","Male","No","TRUE","Yes","DSL","Yes","Yes","Yes","Two year","No","Mailed check","No"
"4747","Male","No","FALSE","Yes","Fiber optic","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"840","Male","No","TRUE","No","No","No","No","No","Two year","No","Credit card (automatic)","No"
"3966","Female","Yes","TRUE","Yes","Fiber optic","Yes","Yes","Yes","One year","Yes","Electronic check","No"
"2894","Male","No","TRUE","Yes","DSL","Yes","No","No","Month-to-month","No","Electronic check","Yes"
"2683","Male","No","FALSE","Yes","DSL","No","No","No","Month-to-month","No","Mailed check","Yes"
"5289","Female","No","FALSE","No","Fiber optic","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"5689","Male","No","TRUE","No","No","No","No","No","Two year","Yes","Mailed check","No"
"4128","Male","No","TRUE","Yes","No","No","No","No","Two year","Yes","Mailed check","No"
"2605","Female","No","TRUE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)","No"
"326","Female","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"6815","Female","Yes","TRUE","Yes","Fiber optic","Yes","No","Yes","Month-to-month","No","Credit card (automatic)","No"
"345","Female","No","TRUE","No","No","No","No","No","One year","Yes","Credit card (automatic)","No"
"1379","Female","No","TRUE","Yes","DSL","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"4515","Female","No","TRUE","No","Fiber optic","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"3624","Male","Yes","TRUE","No","Fiber optic","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"5665","Female","Yes","FALSE","No","Fiber optic","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","Yes"
"3433","Female","No","TRUE","Yes","DSL","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"6153","Female","No","TRUE","No","Fiber optic","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)","Yes"
"4068","Female","No","TRUE","No","DSL","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"848","Female","No","TRUE","No","DSL","No","No","No","One year","No","Credit card (automatic)","No"
"350","Female","Yes","TRUE","No","Fiber optic","Yes","No","Yes","One year","No","Bank transfer (automatic)","No"
"3926","Female","No","TRUE","Yes","DSL","Yes","No","Yes","One year","No","Mailed check","No"
"4199","Female","No","TRUE","Yes","No","No","No","No","Two year","No","Mailed check","No"
"5434","Male","No","TRUE","No","Fiber optic","Yes","Yes","Yes","One year","Yes","Mailed check","No"
"4269","Male","No","TRUE","No","Fiber optic","Yes","Yes","No","One year","Yes","Electronic check","No"
"486","Male","No","TRUE","Yes","Fiber optic","No","No","Yes","Two year","Yes","Credit card (automatic)","No"
"5666","Male","No","TRUE","No","DSL","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"3481","Male","No","TRUE","No","No","No","No","No","Two year","No","Credit card (automatic)","No"
"6792","Male","No","TRUE","No","DSL","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"653","Male","No","TRUE","No","No","No","No","No","Two year","No","Mailed check","No"
"159","Male","No","TRUE","No","DSL","No","Yes","No","Two year","No","Mailed check","No"
"4392","Female","No","FALSE","No","DSL","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"1274","Male","Yes","TRUE","Yes","Fiber optic","Yes","No","No","Month-to-month","Yes","Electronic check","No"
"729","Female","Yes","TRUE","Yes","Fiber optic","Yes","No","No","Month-to-month","No","Credit card (automatic)","Yes"
"1920","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Mailed check","Yes"
"1615","Male","No","TRUE","No","DSL","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)","No"
"440","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Mailed check","No"
"5976","Male","No","FALSE","No","Fiber optic","Yes","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"6873","Female","No","TRUE","No","Fiber optic","No","No","No","One year","Yes","Credit card (automatic)","No"
"4276","Female","No","FALSE","Yes","No","No","No","No","Month-to-month","Yes","Mailed check","No"
"6204","Female","No","TRUE","Yes","Fiber optic","Yes","Yes","No","One year","Yes","Credit card (automatic)","No"
"1281","Female","Yes","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"3048","Female","No","TRUE","No","Fiber optic","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)","Yes"
"3811","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Electronic check","No"
"870","Male","No","FALSE","Yes","No","No","No","No","Two year","Yes","Mailed check","No"
"4495","Male","No","FALSE","No","Fiber optic","Yes","No","Yes","Month-to-month","No","Electronic check","No"
"1130","Male","Yes","TRUE","Yes","Fiber optic","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","No"
"1590","Female","Yes","FALSE","No","DSL","Yes","Yes","No","Month-to-month","Yes","Electronic check","No"
"1564","Male","Yes","FALSE","No","Fiber optic","No","No","No","Month-to-month","No","Electronic check","No"
"3989","Male","No","TRUE","Yes","DSL","Yes","Yes","No","One year","Yes","Credit card (automatic)","No"
"3979","Male","No","FALSE","No","Fiber optic","No","Yes","Yes","Month-to-month","No","Mailed check","No"
"2152","Male","No","TRUE","Yes","No","No","No","No","Two year","Yes","Bank transfer (automatic)","No"
"3429","Male","Yes","TRUE","Yes","Fiber optic","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4172","Male","No","FALSE","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"1719","Female","No","TRUE","No","No","No","No","No","One year","No","Bank transfer (automatic)","No"
"3403","Female","No","FALSE","Yes","Fiber optic","Yes","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"666","Female","No","FALSE","No","Fiber optic","No","No","No","Month-to-month","Yes","Mailed check","No"
"3149","Female","No","TRUE","No","Fiber optic","No","No","No","Month-to-month","No","Credit card (automatic)","No"
"952","Female","No","FALSE","No","Fiber optic","Yes","No","No","Month-to-month","No","Electronic check","No"
"351","Male","No","TRUE","Yes","DSL","No","No","No","Two year","Yes","Credit card (automatic)","No"
"3691","Female","No","TRUE","No","DSL","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","Yes"
"121","Female","No","TRUE","Yes","Fiber optic","No","Yes","Yes","One year","Yes","Credit card (automatic)","No"
"6744","Male","No","FALSE","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"4764","Female","No","TRUE","No","Fiber optic","Yes","Yes","No","Month-to-month","Yes","Electronic check","No"
"3635","Male","Yes","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"4026","Male","No","FALSE","No","Fiber optic","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"5127","Male","No","TRUE","Yes","Fiber optic","Yes","Yes","No","Month-to-month","Yes","Electronic check","No"
"2797","Female","No","TRUE","Yes","Fiber optic","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"6468","Male","No","FALSE","Yes","Fiber optic","No","No","No","Month-to-month","No","Electronic check","No"
"1016","Male","No","TRUE","No","DSL","No","No","Yes","One year","No","Credit card (automatic)","Yes"
"4791","Female","Yes","TRUE","Yes","Fiber optic","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"208","Male","No","FALSE","No","Fiber optic","No","No","Yes","Month-to-month","No","Electronic check","Yes"
"1425","Female","No","TRUE","No","No","No","No","No","One year","No","Mailed check","No"
"480","Female","No","TRUE","No","Fiber optic","No","No","No","Month-to-month","No","Bank transfer (automatic)","Yes"
"760","Female","No","TRUE","Yes","Fiber optic","Yes","No","No","Two year","Yes","Bank transfer (automatic)","No"
"1187","Female","No","TRUE","Yes","DSL","No","No","No","One year","Yes","Bank transfer (automatic)","No"
"2364","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Electronic check","No"
"6601","Female","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Credit card (automatic)","Yes"
"7027","Female","No","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4000","Female","Yes","FALSE","No","Fiber optic","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"2172","Female","No","FALSE","No","DSL","No","No","Yes","Month-to-month","No","Electronic check","No"
"2731","Male","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"3454","Female","No","TRUE","Yes","Fiber optic","No","Yes","Yes","One year","Yes","Electronic check","No"
"4745","Male","Yes","TRUE","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)","No"
"3705","Female","No","TRUE","Yes","DSL","Yes","Yes","No","One year","Yes","Credit card (automatic)","No"
"3333","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Mailed check","Yes"
"3491","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"6283","Male","No","FALSE","No","No","No","No","No","Two year","No","Credit card (automatic)","No"
"591","Male","No","TRUE","Yes","Fiber optic","No","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"6740","Male","No","FALSE","No","DSL","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"3431","Male","No","TRUE","No","Fiber optic","Yes","No","Yes","One year","No","Electronic check","No"
"3535","Female","No","TRUE","No","Fiber optic","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","Yes"
"5389","Male","No","FALSE","No","No","No","No","No","Month-to-month","No","Mailed check","Yes"
"1451","Male","No","FALSE","No","No","No","No","No","Month-to-month","Yes","Mailed check","No"
"5944","Male","No","FALSE","No","Fiber optic","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"2911","Female","No","TRUE","Yes","No","No","No","No","Two year","Yes","Credit card (automatic)","No"
"3734","Female","No","TRUE","No","DSL","No","No","No","Two year","No","Bank transfer (automatic)","No"
"5363","Male","No","TRUE","Yes","No","No","No","No","Two year","No","Credit card (automatic)","No"
"245","Female","Yes","TRUE","No","DSL","Yes","No","No","Month-to-month","Yes","Electronic check","No"
"4629","Female","No","TRUE","No","DSL","No","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"5784","Female","Yes","FALSE","No","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"1885","Male","No","TRUE","No","DSL","Yes","No","No","One year","No","Bank transfer (automatic)","No"
"6701","Male","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"1359","Male","No","FALSE","No","Fiber optic","No","No","No","Month-to-month","No","Mailed check","No"
"4209","Male","No","TRUE","No","DSL","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","No"
"6098","Male","No","TRUE","Yes","DSL","Yes","No","Yes","Two year","No","Credit card (automatic)","No"
"2381","Male","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"3452","Male","Yes","TRUE","No","Fiber optic","No","No","No","One year","Yes","Bank transfer (automatic)","No"
"1017","Male","No","TRUE","Yes","DSL","Yes","No","Yes","Two year","Yes","Mailed check","No"
"2624","Female","No","FALSE","Yes","Fiber optic","No","No","No","Month-to-month","No","Credit card (automatic)","No"
"5810","Female","No","FALSE","No","Fiber optic","Yes","No","Yes","Month-to-month","Yes","Mailed check","No"
"4215","Male","No","FALSE","Yes","Fiber optic","Yes","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"3746","Male","No","FALSE","No","Fiber optic","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"2919","Male","Yes","FALSE","No","DSL","Yes","No","Yes","Month-to-month","Yes","Mailed check","No"
"614","Female","Yes","TRUE","Yes","Fiber optic","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","No"
"3550","Male","No","TRUE","No","DSL","Yes","No","No","Two year","Yes","Bank transfer (automatic)","No"
"4334","Male","No","TRUE","Yes","Fiber optic","Yes","No","No","Month-to-month","Yes","Credit card (automatic)","No"
"6137","Female","No","TRUE","No","No","No","No","No","Two year","No","Bank transfer (automatic)","No"
"3104","Female","Yes","FALSE","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"730","Male","No","TRUE","Yes","DSL","Yes","No","Yes","Two year","Yes","Credit card (automatic)","No"
"1109","Female","No","TRUE","Yes","No","No","No","No","Two year","No","Credit card (automatic)","No"
"924","Female","No","TRUE","Yes","DSL","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","No"
"933","Male","No","TRUE","No","No","No","No","No","Two year","No","Credit card (automatic)","No"
"1186","Female","No","FALSE","Yes","DSL","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"6987","Female","No","TRUE","Yes","Fiber optic","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)","Yes"
"2118","Female","No","TRUE","No","DSL","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"6711","Female","No","TRUE","No","DSL","No","Yes","No","One year","No","Bank transfer (automatic)","No"
"3738","Female","No","FALSE","Yes","DSL","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"4894","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Mailed check","Yes"
"6604","Male","No","TRUE","Yes","DSL","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","No"
"3927","Male","No","FALSE","No","DSL","Yes","No","No","Month-to-month","No","Mailed check","No"
"2252","Male","No","FALSE","No","DSL","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"434","Male","No","TRUE","No","DSL","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4599","Male","No","TRUE","Yes","DSL","No","No","No","Month-to-month","No","Mailed check","No"
"6141","Female","No","FALSE","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"2740","Female","No","TRUE","Yes","Fiber optic","No","Yes","Yes","One year","No","Bank transfer (automatic)","No"
"719","Female","No","TRUE","No","DSL","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"4604","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Mailed check","No"
"3697","Female","No","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"1844","Female","No","TRUE","No","No","No","No","No","Two year","No","Credit card (automatic)","No"
"5231","Male","No","TRUE","Yes","Fiber optic","No","No","Yes","Two year","No","Bank transfer (automatic)","No"
"2267","Male","Yes","TRUE","No","Fiber optic","No","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"2656","Female","No","FALSE","Yes","Fiber optic","Yes","Yes","No","Month-to-month","No","Mailed check","Yes"
"2751","Male","No","FALSE","No","No","No","No","No","One year","Yes","Mailed check","No"
"2266","Male","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Month-to-month","Yes","Mailed check","Yes"
"3483","Male","No","TRUE","No","DSL","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"237","Female","No","FALSE","No","DSL","No","No","No","Two year","Yes","Mailed check","No"
"1370","Female","No","TRUE","Yes","DSL","Yes","No","No","Month-to-month","Yes","Mailed check","No"
"4589","Female","No","TRUE","Yes","Fiber optic","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"2614","Female","No","FALSE","Yes","Fiber optic","Yes","No","No","Month-to-month","Yes","Mailed check","Yes"
"3029","Male","No","FALSE","No","DSL","Yes","No","No","Month-to-month","Yes","Mailed check","Yes"
"4865","Male","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"4661","Female","No","FALSE","No","No","No","No","No","Month-to-month","No","Mailed check","Yes"
"1193","Male","No","FALSE","Yes","Fiber optic","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"3003","Male","No","TRUE","No","DSL","No","Yes","Yes","One year","No","Electronic check","No"
"4542","Female","Yes","FALSE","Yes","DSL","No","No","No","Month-to-month","No","Mailed check","Yes"
"6870","Female","No","TRUE","No","DSL","Yes","No","No","One year","Yes","Credit card (automatic)","Yes"
"2083","Male","No","TRUE","Yes","No","No","No","No","Month-to-month","No","Mailed check","No"
"6356","Female","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No"
"3700","Female","No","TRUE","No","DSL","Yes","No","Yes","One year","No","Bank transfer (automatic)","No"
"626","Female","No","TRUE","No","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"1286","Male","Yes","FALSE","No","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"5734","Female","No","TRUE","No","No","No","No","No","Two year","No","Bank transfer (automatic)","No"
"2887","Female","No","TRUE","No","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"5080","Male","No","TRUE","Yes","Fiber optic","Yes","No","Yes","Month-to-month","No","Electronic check","No"
"3692","Female","No","TRUE","Yes","DSL","Yes","Yes","No","One year","No","Bank transfer (automatic)","No"
"1838","Male","No","FALSE","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","Yes"
"2759","Male","No","FALSE","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"1878","Male","No","TRUE","Yes","DSL","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No"
"1775","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Mailed check","No"
"6029","Male","No","TRUE","No","Fiber optic","No","No","No","Month-to-month","No","Bank transfer (automatic)","Yes"
"1162","Male","No","FALSE","No","DSL","Yes","No","No","Month-to-month","Yes","Mailed check","Yes"
"6809","Male","No","TRUE","No","Fiber optic","No","Yes","Yes","Two year","Yes","Electronic check","No"
"621","Male","Yes","FALSE","No","DSL","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"1513","Female","No","TRUE","Yes","Fiber optic","No","Yes","No","Month-to-month","Yes","Electronic check","No"
"854","Female","No","FALSE","No","DSL","No","Yes","No","Month-to-month","Yes","Electronic check","No"
"1928","Male","No","TRUE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4662","Female","No","TRUE","Yes","DSL","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"5712","Female","Yes","TRUE","Yes","Fiber optic","No","Yes","No","Month-to-month","No","Electronic check","Yes"
"4573","Female","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"2980","Male","Yes","TRUE","No","DSL","No","No","No","One year","Yes","Electronic check","No"
"2899","Female","No","FALSE","No","DSL","Yes","Yes","Yes","Two year","Yes","Mailed check","No"
"4279","Female","No","TRUE","No","Fiber optic","Yes","Yes","Yes","One year","Yes","Electronic check","No"
"2132","Male","No","TRUE","No","DSL","No","Yes","No","Two year","No","Credit card (automatic)","No"
"3447","Female","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","One year","Yes","Electronic check","No"
"4977","Male","No","TRUE","No","DSL","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"5585","Male","No","FALSE","Yes","Fiber optic","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"5082","Male","No","TRUE","No","DSL","Yes","Yes","No","Two year","Yes","Mailed check","No"
"4281","Male","No","TRUE","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)","No"
"5020","Male","Yes","TRUE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"1977","Male","Yes","FALSE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"4217","Male","No","TRUE","Yes","DSL","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"5076","Female","No","TRUE","No","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"540","Female","No","TRUE","No","DSL","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"2400","Female","No","TRUE","No","DSL","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"2068","Male","Yes","TRUE","Yes","Fiber optic","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"4158","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Credit card (automatic)","No"
"4565","Male","No","FALSE","No","No","No","No","No","Month-to-month","No","Mailed check","Yes"
"4134","Male","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Month-to-month","No","Electronic check","No"
"6605","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Electronic check","No"
"2404","Female","No","TRUE","No","DSL","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"1900","Male","No","TRUE","No","Fiber optic","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"5104","Female","No","TRUE","No","Fiber optic","No","No","Yes","One year","Yes","Bank transfer (automatic)","No"
"3262","Female","No","TRUE","No","DSL","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"2463","Male","No","FALSE","No","DSL","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"1865","Female","Yes","TRUE","No","DSL","No","No","Yes","One year","No","Mailed check","No"
"4911","Female","No","TRUE","No","DSL","Yes","Yes","Yes","One year","No","Bank transfer (automatic)","Yes"
"2096","Male","No","FALSE","No","Fiber optic","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"527","Male","Yes","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"1047","Female","No","TRUE","Yes","DSL","No","Yes","No","One year","No","Credit card (automatic)","No"
"5274","Female","No","TRUE","No","No","No","No","No","Two year","No","Bank transfer (automatic)","No"
"2778","Male","No","FALSE","No","No","No","No","No","Month-to-month","No","Electronic check","No"
"6443","Female","No","TRUE","No","DSL","Yes","No","No","One year","No","Credit card (automatic)","No"
"4072","Female","No","TRUE","No","DSL","No","Yes","No","Month-to-month","Yes","Electronic check","No"
"5277","Male","No","TRUE","No","DSL","No","No","No","One year","No","Mailed check","No"
"3488","Female","No","TRUE","No","No","No","No","No","Two year","No","Bank transfer (automatic)","No"
"2719","Male","No","TRUE","No","DSL","Yes","No","No","Two year","Yes","Bank transfer (automatic)","No"
"4386","Male","No","TRUE","No","No","No","No","No","One year","Yes","Mailed check","No"
"1395","Female","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","One year","Yes","Electronic check","No"
"2156","Female","No","TRUE","Yes","Fiber optic","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"5615","Male","No","TRUE","Yes","Fiber optic","Yes","No","No","One year","Yes","Bank transfer (automatic)","No"
"5406","Male","No","TRUE","Yes","Fiber optic","Yes","Yes","Yes","One year","Yes","Electronic check","No"
"2054","Male","No","TRUE","Yes","Fiber optic","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"671","Female","No","TRUE","No","No","No","No","No","One year","Yes","Bank transfer (automatic)","No"
"5466","Female","No","TRUE","No","DSL","Yes","No","No","One year","Yes","Mailed check","No"
"6702","Male","No","TRUE","No","Fiber optic","Yes","Yes","Yes","One year","No","Bank transfer (automatic)","No"
"4756","Male","No","TRUE","No","Fiber optic","No","Yes","Yes","Month-to-month","No","Electronic check","No"
"1426","Male","No","TRUE","No","DSL","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"4876","Female","Yes","TRUE","Yes","Fiber optic","Yes","Yes","Yes","Month-to-month","No","Electronic check","Yes"
"1752","Male","No","TRUE","Yes","Fiber optic","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"1889","Female","No","TRUE","No","DSL","Yes","No","No","One year","No","Bank transfer (automatic)","No"
"4058","Female","No","TRUE","Yes","No","No","No","No","Two year","No","Mailed check","No"
"772","Male","No","TRUE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"2314","Male","No","TRUE","Yes","Fiber optic","No","Yes","Yes","One year","Yes","Credit card (automatic)","No"
"6951","Female","No","FALSE","No","DSL","No","No","No","Month-to-month","Yes","Mailed check","No"
"6980","Male","No","FALSE","No","DSL","No","No","No","Month-to-month","No","Mailed check","No"
"6236","Male","Yes","TRUE","No","DSL","No","No","Yes","Month-to-month","No","Mailed check","Yes"
"4260","Female","No","FALSE","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"3087","Male","No","TRUE","Yes","Fiber optic","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"2962","Male","No","TRUE","No","DSL","Yes","No","No","Month-to-month","Yes","Mailed check","No"
"6550","Female","No","FALSE","No","DSL","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"3736","Female","No","FALSE","Yes","Fiber optic","No","Yes","No","Month-to-month","Yes","Electronic check","No"
"4797","Female","No","TRUE","No","Fiber optic","No","Yes","Yes","One year","Yes","Electronic check","No"
"3456","Male","No","FALSE","No","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"5425","Male","Yes","TRUE","Yes","Fiber optic","Yes","Yes","No","Two year","Yes","Credit card (automatic)","No"
"3183","Female","No","TRUE","No","Fiber optic","No","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"1311","Female","No","TRUE","Yes","Fiber optic","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"2523","Male","No","TRUE","Yes","DSL","No","Yes","Yes","One year","Yes","Mailed check","No"
"860","Male","No","TRUE","No","DSL","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"6664","Female","No","FALSE","No","DSL","No","Yes","No","Month-to-month","Yes","Electronic check","No"
"125","Female","No","FALSE","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"5358","Male","No","TRUE","No","No","No","No","No","Two year","No","Mailed check","No"
